Name	Year	Decade	Abilities	AbilitiesCount	Partnerships	PartnershipsCount	URL	ImageURL	localFilePath	NameCaps	PartnershipsCaps	AbilitiesCaps
Centurions	2020	2020		0		0	https://en.wikipedia.org/wiki/Centurions_(TV_series)	https://upload.wikimedia.org/wikipedia/en/thumb/a/a5/Centurions_Title.png/250px-Centurions_Title.png	img.dc_chars/44.png	CENTURIONS		
Adrian Chase	1982	1980	Brilliant marksman,Superb hand-to-hand combatant/martial artist,Regenerative healing powers	3		0	https://en.wikipedia.org/wiki/Adrian_Chase	https://upload.wikimedia.org/wikipedia/en/5/56/Vigilante_%28Adrian_Chase%29.png	img.dc_chars/45.png	ADRIAN CHASE		BRILLIANT MARKSMAN,SUPERB HAND-TO-HAND COMBATANT/MARTIAL ARTIST,REGENERATIVE HEALING POWERS
Chemical King	1968	1960	Can alter the speed of chemical reactions	1		0	https://en.wikipedia.org/wiki/Chemical_King	https://upload.wikimedia.org/wikipedia/en/6/68/Chemical_King_%28Condo_Arlik%29.png	img.dc_chars/46.png	CHEMICAL KING		CAN ALTER THE SPEED OF CHEMICAL REACTIONS
Chief	1963	1960	Genius-level intellect,Expert surgeon	2		0	https://en.wikipedia.org/wiki/Chief_(DC_Comics)	https://upload.wikimedia.org/wikipedia/en/thumb/4/41/Chief_%28Niles_Caulder%29.png/250px-Chief_%28Niles_Caulder%29.png	img.dc_chars/47.png	CHIEF		GENIUS-LEVEL INTELLECT,EXPERT SURGEON
Chris King and Vicky Grant	1981	1980	Can use the H-Dial to turn into superheroes	1		0	https://en.wikipedia.org/wiki/Chris_King_and_Vicki_Grant	https://upload.wikimedia.org/wikipedia/en/thumb/3/37/Dial_H_for_Hero_2.jpg/250px-Dial_H_for_Hero_2.jpg	img.dc_chars/48.jpg	CHRIS KING AND VICKY GRANT		CAN USE THE H-DIAL TO TURN INTO SUPERHEROES
Chris KL-99	1950	1950	Expert pilot,explorer,accomplished athlete,analytical mind	4		0	https://en.wikipedia.org/wiki/Chris_KL-99	https://upload.wikimedia.org/wikipedia/en/thumb/b/bd/Chriskl99dcu0.jpg/250px-Chriskl99dcu0.jpg	img.dc_chars/49.jpg	CHRIS KL-99		EXPERT PILOT,EXPLORER,ACCOMPLISHED ATHLETE,ANALYTICAL MIND
Betty Clawman	1988	1980	Cosmic awareness	1		0	https://en.wikipedia.org/wiki/Betty_Clawman	https://upload.wikimedia.org/wikipedia/en/b/b8/Betty_Clawman.jpg	img.dc_chars/50.jpg	BETTY CLAWMAN		COSMIC AWARENESS
Clayface	1940	1940	Shapeshifting,Regeneration,Superhuman strength, stamina, and durability,Power replication,Fatal touch,Genius-level intellect,Powered armor,Bio-fission,Death glare	9		0	https://en.wikipedia.org/wiki/Clayface	https://upload.wikimedia.org/wikipedia/en/thumb/8/8d/Clayfaces.jpg/250px-Clayfaces.jpg	img.dc_chars/51.jpg	CLAYFACE		SHAPESHIFTING,REGENERATION,SUPERHUMAN STRENGTH, STAMINA, AND DURABILITY,POWER REPLICATION,FATAL TOUCH,GENIUS-LEVEL INTELLECT,POWERED ARMOR,BIO-FISSION,DEATH GLARE
Codename: Assassin	1976	1970	Trained covert operative,telepathy,telekinesis	3		0	https://en.wikipedia.org/wiki/Codename:_Assassin	https://upload.wikimedia.org/wikipedia/en/thumb/1/15/Codeassassindcu0.jpg/250px-Codeassassindcu0.jpg	img.dc_chars/52.jpg	CODENAME: ASSASSIN		TRAINED COVERT OPERATIVE,TELEPATHY,TELEKINESIS
The Comet	1940	1940	"""Dissolvo-vision"",Flight (originally merely superhuman leaps)"	2		0	https://en.wikipedia.org/wiki/Comet_(Archie_Comics)	https://upload.wikimedia.org/wikipedia/commons/thumb/3/3a/Pep_Comics_panel.jpg/250px-Pep_Comics_panel.jpg	img.dc_chars/53.jpg	THE COMET		"""DISSOLVO-VISION"",FLIGHT (ORIGINALLY MERELY SUPERHUMAN LEAPS)"
The Comet	1991	1990	Superhuman strength,Energy blasts,Flight,Shapeshifting,Protective halo	5		0	https://en.wikipedia.org/wiki/Comet_(Impact_Comics)	https://upload.wikimedia.org/wikipedia/en/thumb/c/c5/The_Comet_%28comic_book%2C_no._1_-_front_cover%29.jpg/250px-The_Comet_%28comic_book%2C_no._1_-_front_cover%29.jpg	img.dc_chars/54.jpg	THE COMET		SUPERHUMAN STRENGTH,ENERGY BLASTS,FLIGHT,SHAPESHIFTING,PROTECTIVE HALO
Congorilla	1940	1940	Superhuman strength, stamina, durability, agility, reflexes, and senses,Healing factor,Size manipulation,Immortality	4		0	https://en.wikipedia.org/wiki/Congorilla	https://upload.wikimedia.org/wikipedia/en/thumb/c/c3/Congorilla.jpg/250px-Congorilla.jpg	img.dc_chars/55.jpg	CONGORILLA		SUPERHUMAN STRENGTH, STAMINA, DURABILITY, AGILITY, REFLEXES, AND SENSES,HEALING FACTOR,SIZE MANIPULATION,IMMORTALITY
Cosmic Boy	1958	1950	Magnetism manipulation,Magnetic field / force manipulation,Magnetic pulse,Magnetic flight,Electromagnetic sight,Energy absorption,Geomagnetic link,Basic hand-to-hand combatant,Enhanced intellect,Gifted leader,Legion flight ring	11		0	https://en.wikipedia.org/wiki/Cosmic_Boy	https://upload.wikimedia.org/wikipedia/en/3/34/Cosmic_Boy_%28Post-Infinite_Crisis_version%29.jpg	img.dc_chars/56.jpg	COSMIC BOY		MAGNETISM MANIPULATION,MAGNETIC FIELD / FORCE MANIPULATION,MAGNETIC PULSE,MAGNETIC FLIGHT,ELECTROMAGNETIC SIGHT,ENERGY ABSORPTION,GEOMAGNETIC LINK,BASIC HAND-TO-HAND COMBATANT,ENHANCED INTELLECT,GIFTED LEADER,LEGION FLIGHT RING
Creeper	1968	1960	"Transformation
Superhuman strength, stamina, durability, speed, agility, reflexes, leaping, and senses
Accelerated healing
Hypnotic intimidation
Powerful laughter,Superhuman strength, stamina, durability, speed, agility, reflexes, leaping, and senses,Accelerated healing,Hypnotic intimidation,Powerful laughter,Expertise in journalism and unarmed combat"	6		0	https://en.wikipedia.org/wiki/Creeper_(DC_Comics)	https://upload.wikimedia.org/wikipedia/en/thumb/4/43/Creeper_%28Justiniano%27s_art%29.jpg/250px-Creeper_%28Justiniano%27s_art%29.jpg	img.dc_chars/57.jpg	CREEPER		"TRANSFORMATION
SUPERHUMAN STRENGTH, STAMINA, DURABILITY, SPEED, AGILITY, REFLEXES, LEAPING, AND SENSES
ACCELERATED HEALING
HYPNOTIC INTIMIDATION
POWERFUL LAUGHTER,SUPERHUMAN STRENGTH, STAMINA, DURABILITY, SPEED, AGILITY, REFLEXES, LEAPING, AND SENSES,ACCELERATED HEALING,HYPNOTIC INTIMIDATION,POWERFUL LAUGHTER,EXPERTISE IN JOURNALISM AND UNARMED COMBAT"
Crimson Avenger	1938	1930	(Travis),Trained soldier,Skilled martial artist,(Elwood),Gifted inventor,(Carlyle),Teleportation,Intangibility	8		0	https://en.wikipedia.org/wiki/Crimson_Avenger	https://upload.wikimedia.org/wikipedia/en/thumb/6/6c/CrimsonAvengerIII.jpg/250px-CrimsonAvengerIII.jpg	img.dc_chars/58.jpg	CRIMSON AVENGER		(TRAVIS),TRAINED SOLDIER,SKILLED MARTIAL ARTIST,(ELWOOD),GIFTED INVENTOR,(CARLYLE),TELEPORTATION,INTANGIBILITY
Alex Danvers	2015	2010	Scientist, physician, tactician, and detective,Expert in human and extraterrestrial physiology,Master hand-to-hand combatant, martial artist, and markswoman,Proficiency with advanced DEO and extraterrestrial weaponry,Utilizes Kryptonite powered exosuit and sword	5		0	https://en.wikipedia.org/wiki/Alex_Danvers	https://upload.wikimedia.org/wikipedia/en/thumb/d/da/Alex_Danvers_%28Chyler_Leigh%29.jpg/250px-Alex_Danvers_%28Chyler_Leigh%29.jpg	img.dc_chars/59.jpg	ALEX DANVERS		SCIENTIST, PHYSICIAN, TACTICIAN, AND DETECTIVE,EXPERT IN HUMAN AND EXTRATERRESTRIAL PHYSIOLOGY,MASTER HAND-TO-HAND COMBATANT, MARTIAL ARTIST, AND MARKSWOMAN,PROFICIENCY WITH ADVANCED DEO AND EXTRATERRESTRIAL WEAPONRY,UTILIZES KRYPTONITE POWERED EXOSUIT AND SWORD
Simon Dark	2007	2000	Impervious to Bullets,Amputation,Super-strength,[ 2 ]    Intelligence,Arcane knowledge	5		0	https://en.wikipedia.org/wiki/Simon_Dark	https://upload.wikimedia.org/wikipedia/en/thumb/5/58/SimonDark_HCV.jpg/250px-SimonDark_HCV.jpg	img.dc_chars/60.jpg	SIMON DARK		IMPERVIOUS TO BULLETS,AMPUTATION,SUPER-STRENGTH,[ 2 ]    INTELLIGENCE,ARCANE KNOWLEDGE
Dawnstar	1977	1970	Light-speed flight,Long-range tracking	2		0	https://en.wikipedia.org/wiki/Dawnstar	https://upload.wikimedia.org/wikipedia/en/thumb/8/8e/Dawnstar_%28Post-Infinite_Crisis_version%29.jpg/250px-Dawnstar_%28Post-Infinite_Crisis_version%29.jpg	img.dc_chars/61.jpg	DAWNSTAR		LIGHT-SPEED FLIGHT,LONG-RANGE TRACKING
Speedy	2001	2000	Expert archer and markswoman,Utilizes various compound bows and trick arrows,Skilled martial artist, acrobat, and swordswoman	3		0	https://en.wikipedia.org/wiki/Speedy_(Mia_Dearden)	https://upload.wikimedia.org/wikipedia/en/thumb/3/31/Speedy_%28Mia_Dearden%29.png/250px-Speedy_%28Mia_Dearden%29.png	img.dc_chars/62.png	SPEEDY		EXPERT ARCHER AND MARKSWOMAN,UTILIZES VARIOUS COMPOUND BOWS AND TRICK ARROWS,SKILLED MARTIAL ARTIST, ACROBAT, AND SWORDSWOMAN
Dharma	1994	1990	Precognition,Psychometry,Energy manipulation,Reality warping,manipulation	5		0	https://en.wikipedia.org/wiki/Dharma_(character)	https://upload.wikimedia.org/wikipedia/en/thumb/a/a6/Dharma_%28DC%29.jpg/250px-Dharma_%28DC%29.jpg	img.dc_chars/63.jpg	DHARMA		PRECOGNITION,PSYCHOMETRY,ENERGY MANIPULATION,REALITY WARPING,MANIPULATION
El Diablo	1970	1970	(Rafael Sandoval),Olympic level boxer,athlete,(Chato Santana),Pyrokinesis	5		0	https://en.wikipedia.org/wiki/El_Diablo_(character)	https://upload.wikimedia.org/wikipedia/en/d/d7/El_Diablo_comic_book_cover_%28vol._2_no._16%29.jpg	img.dc_chars/64.jpg	EL DIABLO		(RAFAEL SANDOVAL),OLYMPIC LEVEL BOXER,ATHLETE,(CHATO SANTANA),PYROKINESIS
Dingbats of Danger Street	1975	1970		0		0	https://en.wikipedia.org/wiki/Dingbats_of_Danger_Street	https://upload.wikimedia.org/wikipedia/en/thumb/5/51/Dingbatsdcu0.jpg/250px-Dingbatsdcu0.jpg	img.dc_chars/65.jpg	DINGBATS OF DANGER STREET		
Doctor Fate	1940	1940	Mystical alteration which grants peak physical and mental abilities, limited invulnerability, an extended life-span, telekinesis, and acute supernatural knowledge.,Mastery of magic; access to mystical artifacts associated bolsters his magical abilities to higher levels.,Genius-level intellect.,Skilled archaeologist.,Expert physician in some continuities.,Proficiency in jujutsu.	6	Nabu,Shat-Ru,Doctor Fate (Inza Cramer),Doctor Fate (Khalid Nassour),Salem the Witch Girl	5	https://en.wikipedia.org/wiki/Doctor_Fate	https://upload.wikimedia.org/wikipedia/en/thumb/f/f7/Doctor_Fate.jpg/250px-Doctor_Fate.jpg	img.dc_chars/66.jpg	DOCTOR FATE	NABU,SHAT-RU,DOCTOR FATE (INZA CRAMER),DOCTOR FATE (KHALID NASSOUR),SALEM THE WITCH GIRL	MYSTICAL ALTERATION WHICH GRANTS PEAK PHYSICAL AND MENTAL ABILITIES, LIMITED INVULNERABILITY, AN EXTENDED LIFE-SPAN, TELEKINESIS, AND ACUTE SUPERNATURAL KNOWLEDGE.,MASTERY OF MAGIC; ACCESS TO MYSTICAL ARTIFACTS ASSOCIATED BOLSTERS HIS MAGICAL ABILITIES TO HIGHER LEVELS.,GENIUS-LEVEL INTELLECT.,SKILLED ARCHAEOLOGIST.,EXPERT PHYSICIAN IN SOME CONTINUITIES.,PROFICIENCY IN JUJUTSU.
Donna Troy	1965	1960	"Superhuman strength, speed, reflexes, senses, durability, stamina and longevity
Accelerated healing factor
Flight
Divine empowerment
Psychically linked to Wonder Woman
Ability to flawlessly mimic any voice she knows or hears
Cold and Darkness Manipulation
Force Field Creation
Magic
(Controls several forms and variations of magic)
Immortality
Expert hand-to-hand combatant and martial artist
Use of Lasso of Persuasion, indestructible bracelets, sword and shield,Superhuman strength, speed, reflexes, senses, durability, stamina and longevity,Accelerated healing factor,Flight,Divine empowerment,Psychically linked to Wonder Woman,Ability to flawlessly mimic any voice she knows or hears,Cold and Darkness Manipulation,Force Field Creation,Magic,Immortality,Expert hand-to-hand combatant and martial artist,Use of Lasso of Persuasion, indestructible bracelets, sword and shield"	13	Wonder Woman,Starfire,Bumblebee,Omen (Lilith Clay)	4	https://en.wikipedia.org/wiki/Donna_Troy	https://upload.wikimedia.org/wikipedia/en/thumb/3/38/Donna_Troy.png/250px-Donna_Troy.png	img.dc_chars/67.png	DONNA TROY	WONDER WOMAN,STARFIRE,BUMBLEBEE,OMEN (LILITH CLAY)	"SUPERHUMAN STRENGTH, SPEED, REFLEXES, SENSES, DURABILITY, STAMINA AND LONGEVITY
ACCELERATED HEALING FACTOR
FLIGHT
DIVINE EMPOWERMENT
PSYCHICALLY LINKED TO WONDER WOMAN
ABILITY TO FLAWLESSLY MIMIC ANY VOICE SHE KNOWS OR HEARS
COLD AND DARKNESS MANIPULATION
FORCE FIELD CREATION
MAGIC
(CONTROLS SEVERAL FORMS AND VARIATIONS OF MAGIC)
IMMORTALITY
EXPERT HAND-TO-HAND COMBATANT AND MARTIAL ARTIST
USE OF LASSO OF PERSUASION, INDESTRUCTIBLE BRACELETS, SWORD AND SHIELD,SUPERHUMAN STRENGTH, SPEED, REFLEXES, SENSES, DURABILITY, STAMINA AND LONGEVITY,ACCELERATED HEALING FACTOR,FLIGHT,DIVINE EMPOWERMENT,PSYCHICALLY LINKED TO WONDER WOMAN,ABILITY TO FLAWLESSLY MIMIC ANY VOICE SHE KNOWS OR HEARS,COLD AND DARKNESS MANIPULATION,FORCE FIELD CREATION,MAGIC,IMMORTALITY,EXPERT HAND-TO-HAND COMBATANT AND MARTIAL ARTIST,USE OF LASSO OF PERSUASION, INDESTRUCTIBLE BRACELETS, SWORD AND SHIELD"
Lois Lane	1938	1930	SuperwomanHeat vision, X-ray vision, Freeze breath, Invulnerability, Flight, Superhuman strength, Speed and Hearing,Red TornadoAir manipulation and Durability	2	Clark Kent,Jimmy Olsen	2	https://en.wikipedia.org/wiki/Lois_Lane	https://upload.wikimedia.org/wikipedia/en/thumb/a/a4/LoisLane-1.png/250px-LoisLane-1.png	img.dc_chars/68.png	LOIS LANE	CLARK KENT,JIMMY OLSEN	SUPERWOMANHEAT VISION, X-RAY VISION, FREEZE BREATH, INVULNERABILITY, FLIGHT, SUPERHUMAN STRENGTH, SPEED AND HEARING,RED TORNADOAIR MANIPULATION AND DURABILITY
Lucy Lane	1959	1950	As Superwoman,Superhuman strength,Invulnerability,Flight,Freeze breath,Heat vision,healing factor	7		0	https://en.wikipedia.org/wiki/Lucy_Lane	https://upload.wikimedia.org/wikipedia/en/thumb/4/43/Lucy_Lane_%28circa_2012%29.png/250px-Lucy_Lane_%28circa_2012%29.png	img.dc_chars/69.png	LUCY LANE		AS SUPERWOMAN,SUPERHUMAN STRENGTH,INVULNERABILITY,FLIGHT,FREEZE BREATH,HEAT VISION,HEALING FACTOR
Lightning	1996	1990	Electric generation and manipulation,Flight,Plasmakinesis,Photokinesis,Electric detection	5		0	https://en.wikipedia.org/wiki/Lightning_(DC_Comics)	https://upload.wikimedia.org/wikipedia/en/thumb/c/c7/Lightning_%28Jennifer_Pierce%29.png/250px-Lightning_%28Jennifer_Pierce%29.png	img.dc_chars/70.png	LIGHTNING		ELECTRIC GENERATION AND MANIPULATION,FLIGHT,PLASMAKINESIS,PHOTOKINESIS,ELECTRIC DETECTION
Lobo	1983	1980	Superhuman strength, stamina, reflexes and senses.,Expert marksman and hand-to-hand combatant,Regeneration,Immortality,Invulnerability,Genius level intellect,Cloning (formerly)	7		0	https://en.wikipedia.org/wiki/Lobo_(DC_Comics)	https://upload.wikimedia.org/wikipedia/en/thumb/3/35/Lobo_and_dawg_by_simon_bisley_1991.png/250px-Lobo_and_dawg_by_simon_bisley_1991.png	img.dc_chars/71.png	LOBO		SUPERHUMAN STRENGTH, STAMINA, REFLEXES AND SENSES.,EXPERT MARKSMAN AND HAND-TO-HAND COMBATANT,REGENERATION,IMMORTALITY,INVULNERABILITY,GENIUS LEVEL INTELLECT,CLONING (FORMERLY)
Madame Zodiac	1978	1970	Can foresee people's futures,as well as,sense/interpret magical forces	3		0	https://en.wikipedia.org/wiki/Madame_Zodiac	https://upload.wikimedia.org/wikipedia/en/thumb/f/f9/Madamezodiacdcu0.jpg/250px-Madamezodiacdcu0.jpg	img.dc_chars/72.jpg	MADAME ZODIAC		CAN FORESEE PEOPLE'S FUTURES,AS WELL AS,SENSE/INTERPRET MAGICAL FORCES
Magog	1996	1990	Enhanced strength, stamina, durability, and vision,Energy blasts,Flight,Teleportation,Weapon proficiency	5		0	https://en.wikipedia.org/wiki/Magog_(DC_Comics)	https://upload.wikimedia.org/wikipedia/en/c/cc/Magog_%28DC_Comics_character%29.jpg	img.dc_chars/73.jpg	MAGOG		ENHANCED STRENGTH, STAMINA, DURABILITY, AND VISION,ENERGY BLASTS,FLIGHT,TELEPORTATION,WEAPON PROFICIENCY
Major Bummer	2020	2020		0		0	https://en.wikipedia.org/wiki/Major_Bummer	https://upload.wikimedia.org/wikipedia/en/3/3c/Majorbummer11.jpg	img.dc_chars/74.jpg	MAJOR BUMMER		
The Manhattan Guardian	2005	2000	Skilled hand to hand combatant,Excellent physical condition,Carries a golden helmet,shield	4		0	https://en.wikipedia.org/wiki/Manhattan_Guardian	https://upload.wikimedia.org/wikipedia/en/thumb/f/f3/Manhattan_guardian.jpg/250px-Manhattan_guardian.jpg	img.dc_chars/75.jpg	THE MANHATTAN GUARDIAN		SKILLED HAND TO HAND COMBATANT,EXCELLENT PHYSICAL CONDITION,CARRIES A GOLDEN HELMET,SHIELD
Manhunter	1941	1940		0		0	https://en.wikipedia.org/wiki/Manhunter_(comics)	https://upload.wikimedia.org/wikipedia/en/thumb/5/5f/Secretorigins_manhunters.jpg/250px-Secretorigins_manhunters.jpg	img.dc_chars/76.jpg	MANHUNTER		
Manhunter	1975	1970		0		0	https://en.wikipedia.org/wiki/Manhunter_(Mark_Shaw)	https://upload.wikimedia.org/wikipedia/en/thumb/6/63/Manhunter_markshaw.jpg/250px-Manhunter_markshaw.jpg	img.dc_chars/77.jpg	MANHUNTER		
Manhunter	1941	1940		0		0	https://en.wikipedia.org/wiki/Manhunter_(Paul_Kirk)	https://upload.wikimedia.org/wikipedia/en/thumb/e/e1/Manhunter_paulkirk.jpg/250px-Manhunter_paulkirk.jpg	img.dc_chars/78.jpg	MANHUNTER		
Más y Menos	2006	2000	Superhuman speed	1		0	https://en.wikipedia.org/wiki/M%C3%A1s_y_Menos	https://upload.wikimedia.org/wikipedia/en/thumb/f/f1/M%C3%A1s_y_Menos.jpg/250px-M%C3%A1s_y_Menos.jpg	img.dc_chars/79.jpg	MÁS Y MENOS		SUPERHUMAN SPEED
Maxi-Man	1989	1980	(both)  Superstrength,superspeed,superhuman endurance	3		0	https://en.wikipedia.org/wiki/Maxi-Man	https://upload.wikimedia.org/wikipedia/en/thumb/a/ab/Mister_miracle_vol_2_9.jpg/250px-Mister_miracle_vol_2_9.jpg	img.dc_chars/80.jpg	MAXI-MAN		(BOTH)  SUPERSTRENGTH,SUPERSPEED,SUPERHUMAN ENDURANCE
Maxima	1989	1980	Superhuman strength, endurance, and speed,Invulnerability,Flight,Psychokinesis,Psychic bolts,Illusion casting,Mind control,Empathy,Telepathy,Teleportation,Telekinesis,Ferrokinesis,Ergokinesis,Hypnosis,Interstellar travel,Matter transmutation,Optic blasts,Force field generation	18		0	https://en.wikipedia.org/wiki/Maxima_(DC_Comics)	https://upload.wikimedia.org/wikipedia/en/5/50/Maxima_%28DC_Comics_character_1990s%29.png	img.dc_chars/81.png	MAXIMA		SUPERHUMAN STRENGTH, ENDURANCE, AND SPEED,INVULNERABILITY,FLIGHT,PSYCHOKINESIS,PSYCHIC BOLTS,ILLUSION CASTING,MIND CONTROL,EMPATHY,TELEPATHY,TELEPORTATION,TELEKINESIS,FERROKINESIS,ERGOKINESIS,HYPNOSIS,INTERSTELLAR TRAVEL,MATTER TRANSMUTATION,OPTIC BLASTS,FORCE FIELD GENERATION
'Mazing Man	1986	1980		0		0	https://en.wikipedia.org/wiki/%27Mazing_Man	https://upload.wikimedia.org/wikipedia/en/thumb/0/05/%27Mazing_Man_no1_cover.jpg/250px-%27Mazing_Man_no1_cover.jpg	img.dc_chars/82.jpg	'MAZING MAN		
Flex Mentallo	1990	1990	Flexing muscles can alter reality	1		0	https://en.wikipedia.org/wiki/Flex_Mentallo	https://upload.wikimedia.org/wikipedia/en/6/66/Flex_Mentallo_Issue_1.jpg	img.dc_chars/83.jpg	FLEX MENTALLO		FLEXING MUSCLES CAN ALTER REALITY
Mento	1964	1960	Empathic burst,Empathic projection,Lie detection,Thought projection,Memory manipulation,Limited mind control,Mind reading,Telekinetic shield,Telekinetic force manipulation,Clairvoyance,Clairaudience,Psychometry,Precognition,Enhanced intuition,Danger intuition	15		0	https://en.wikipedia.org/wiki/Mento_(character)	https://upload.wikimedia.org/wikipedia/en/thumb/7/79/Mento2.jpg/237px-Mento2.jpg	img.dc_chars/84.jpg	MENTO		EMPATHIC BURST,EMPATHIC PROJECTION,LIE DETECTION,THOUGHT PROJECTION,MEMORY MANIPULATION,LIMITED MIND CONTROL,MIND READING,TELEKINETIC SHIELD,TELEKINETIC FORCE MANIPULATION,CLAIRVOYANCE,CLAIRAUDIENCE,PSYCHOMETRY,PRECOGNITION,ENHANCED INTUITION,DANGER INTUITION
Mera	1963	1960	Xebellian physiology grants her abilities including breathing underwater, superhuman strength, superhuman durability, enhanced senses, able to swim at extreme speed, and hydrokinesis,Expert hand-to-hand combatant and martial artist specializing in Atlantean-related combat disciplines, proficiency in politics, and a genius-level intellect.	2	Aquaman,Ocean Master,Wonder Woman	3	https://en.wikipedia.org/wiki/Mera_(character)	https://upload.wikimedia.org/wikipedia/en/thumb/b/be/Mera_%28DC_Comics_character%29.jpg/250px-Mera_%28DC_Comics_character%29.jpg	img.dc_chars/85.jpg	MERA	AQUAMAN,OCEAN MASTER,WONDER WOMAN	XEBELLIAN PHYSIOLOGY GRANTS HER ABILITIES INCLUDING BREATHING UNDERWATER, SUPERHUMAN STRENGTH, SUPERHUMAN DURABILITY, ENHANCED SENSES, ABLE TO SWIM AT EXTREME SPEED, AND HYDROKINESIS,EXPERT HAND-TO-HAND COMBATANT AND MARTIAL ARTIST SPECIALIZING IN ATLANTEAN-RELATED COMBAT DISCIPLINES, PROFICIENCY IN POLITICS, AND A GENIUS-LEVEL INTELLECT.
Merlin	1940	1940	Magic manipulation via magic cloak	1		0	https://en.wikipedia.org/wiki/Merlin_the_Magician_(character)	https://None	N/A	MERLIN		MAGIC MANIPULATION VIA MAGIC CLOAK
Tommy Merlyn	2012	2010	Master  archer,Expert  marksman	2		0	https://en.wikipedia.org/wiki/Tommy_Merlyn	https://upload.wikimedia.org/wikipedia/en/thumb/0/02/Tommy_Merlyn_%28New_52_version%29.jpg/250px-Tommy_Merlyn_%28New_52_version%29.jpg	img.dc_chars/87.jpg	TOMMY MERLYN		MASTER  ARCHER,EXPERT  MARKSMAN
Merry Pemberton	1948	1940	Carried various devices,gimmicks within her costume	2		0	https://en.wikipedia.org/wiki/Merry_Pemberton	https://upload.wikimedia.org/wikipedia/en/7/70/Merry_Pemberton.jpg	img.dc_chars/88.jpg	MERRY PEMBERTON		CARRIED VARIOUS DEVICES,GIMMICKS WITHIN HER COSTUME
Metamorpho	1965	1960	Elemental transmutation,Superhuman strength and durability,Hyperelasticity,Immortality	4		0	https://en.wikipedia.org/wiki/Metamorpho	https://upload.wikimedia.org/wikipedia/en/4/45/Metamorpho_%28DC_Comics_character%29.png	img.dc_chars/89.png	METAMORPHO		ELEMENTAL TRANSMUTATION,SUPERHUMAN STRENGTH AND DURABILITY,HYPERELASTICITY,IMMORTALITY
Azrael	2007	2000	"Advanced military and police training, granting him excellent unarmed combat skills, tactician skills, and is a skilled swordsman.,Suit of Sorrows; mystical armor that affords him enhanced speed, strength, and stamina but at the potential cost of his sanity. Also wields the mystical Sword of Sin and Salvation, the former attacking the target's mind over actions they harbor guilt over and the latter attacking the target's mind over certain ""truths""."	2		0	https://en.wikipedia.org/wiki/Michael_Lane_(character)	https://upload.wikimedia.org/wikipedia/en/thumb/1/1e/Michael_Lane_%28Azrael%29.jpg/250px-Michael_Lane_%28Azrael%29.jpg	img.dc_chars/90.jpg	AZRAEL		"ADVANCED MILITARY AND POLICE TRAINING, GRANTING HIM EXCELLENT UNARMED COMBAT SKILLS, TACTICIAN SKILLS, AND IS A SKILLED SWORDSMAN.,SUIT OF SORROWS; MYSTICAL ARMOR THAT AFFORDS HIM ENHANCED SPEED, STRENGTH, AND STAMINA BUT AT THE POTENTIAL COST OF HIS SANITY. ALSO WIELDS THE MYSTICAL SWORD OF SIN AND SALVATION, THE FORMER ATTACKING THE TARGET'S MIND OVER ACTIONS THEY HARBOR GUILT OVER AND THE LATTER ATTACKING THE TARGET'S MIND OVER CERTAIN ""TRUTHS""."
Midnight	1941	1940	Hand Gun,Expert fighter	2		0	https://en.wikipedia.org/wiki/Midnight_(DC_Comics)	https://upload.wikimedia.org/wikipedia/commons/thumb/6/6d/SmashComicsNumber43.jpg/250px-SmashComicsNumber43.jpg	img.dc_chars/91.jpg	MIDNIGHT		HAND GUN,EXPERT FIGHTER
Midnighter	1998	1990	Enhanced physical attributes,Temporary pain suppression,Auxiliary heart,Neurotactical wetware,Master combatant,Multilingualism,Stealth,Weapon expertise,Skilled tactician	9	Apollo	1	https://en.wikipedia.org/wiki/Midnighter	https://upload.wikimedia.org/wikipedia/en/thumb/0/0d/Midnighter_-_2016.jpg/250px-Midnighter_-_2016.jpg	img.dc_chars/92.jpg	MIDNIGHTER	APOLLO	ENHANCED PHYSICAL ATTRIBUTES,TEMPORARY PAIN SUPPRESSION,AUXILIARY HEART,NEUROTACTICAL WETWARE,MASTER COMBATANT,MULTILINGUALISM,STEALTH,WEAPON EXPERTISE,SKILLED TACTICIAN
Minute-Man	1941	1940	Peak human physical condition	1		0	https://en.wikipedia.org/wiki/Minute-Man	https://upload.wikimedia.org/wikipedia/commons/thumb/f/f2/MasterComicsNo16.jpg/250px-MasterComicsNo16.jpg	img.dc_chars/93.jpg	MINUTE-MAN		PEAK HUMAN PHYSICAL CONDITION
Mirage	1982	1980	Illusion generation	1		0	https://en.wikipedia.org/wiki/Mirage_(DC_Comics)	https://upload.wikimedia.org/wikipedia/en/thumb/9/9c/Detective_comics_511.jpg/250px-Detective_comics_511.jpg	img.dc_chars/94.jpg	MIRAGE		ILLUSION GENERATION
Miss America	1941	1940	Molecular transmutation,Flight,Immortality,Superhuman strength, durability, and speed,Psychokinesis,Teleportation,Extended longevity	7		0	https://en.wikipedia.org/wiki/Miss_America_(DC_Comics)	https://upload.wikimedia.org/wikipedia/en/thumb/1/14/DC_Miss_America.jpg/185px-DC_Miss_America.jpg	img.dc_chars/95.jpg	MISS AMERICA		MOLECULAR TRANSMUTATION,FLIGHT,IMMORTALITY,SUPERHUMAN STRENGTH, DURABILITY, AND SPEED,PSYCHOKINESIS,TELEPORTATION,EXTENDED LONGEVITY
